107,Descriptive,What is a double displacement reaction? Give an example.,,,,"A reaction where ions exchange between two compounds. Example: BaCl₂ + Na₂SO₄ → BaSO₄ + 2NaCl"
108,Descriptive,What is oxidation? Give an example.,,,,"Oxidation is the loss of electrons or gain of oxygen. Example: 2Mg + O₂ → 2MgO (Mg is oxidized)"
109,Descriptive,What is reduction? Give an example.,,,,"Reduction is the gain of electrons or loss of oxygen. Example: CuO + H₂ → Cu + H₂O (CuO is reduced)"
110,Descriptive,What is a redox reaction? Explain with an example.,,,,"A reaction where oxidation and reduction occur together. Example: CuO + H₂ → Cu + H₂O (H₂ is oxidized, CuO is reduced)"
111,Descriptive,What is rusting? Write the chemical equation.,,,,"Rusting is the corrosion of iron in the presence of oxygen and moisture. Equation: 4Fe + 3O₂ + xH₂O → 2Fe₂O₃·xH₂O"
112,Descriptive,How can rusting be prevented? Explain any three methods.,,,,"Methods: (1) Painting, (2) Galvanization, (3) Oiling/greasing, (4) Alloying"
113,Descriptive,What is rancidity? How is it prevented?,,,,"Rancidity is the oxidation of fats/oils in food. Prevention: using antioxidants, storing in airtight containers, refrigeration"
114,Descriptive,What happens when magnesium ribbon is burnt in air? Write the equation.,,,,"It burns with a bright white flame to form magnesium oxide. Equation: 2Mg + O₂ → 2MgO"
115,Descriptive,Explain what happens when zinc reacts with dilute hydrochloric acid.,,,,"Zinc reacts to produce zinc chloride and hydrogen gas. Equation: Zn + 2HCl → ZnCl₂ + H₂"
116,Descriptive,What happens when lead nitrate is heated? Write the equation.,,,,"It decomposes to form lead oxide, nitrogen dioxide, and oxygen. Equation: 2Pb(NO₃)₂ → 2PbO + 4NO₂ + O₂"
117,Descriptive,What is a catalyst? Give an example.,,,,"A catalyst speeds up a reaction without being consumed. Example: MnO₂ in 2H₂O₂ → 2H₂O + O₂"
118,Descriptive,Differentiate between exothermic and endothermic reactions.,,,,"Exothermic releases heat (e.g., combustion). Endothermic absorbs heat (e.g., decomposition of calcium carbonate)"
119,Descriptive,What happens when silver chloride is exposed to sunlight?,,,,"It decomposes to silver and chlorine, turning black. Equation: 2AgCl → 2Ag + Cl₂"
120,Descriptive,Explain the reaction between quicklime and water.,,,,"Quicklime (CaO) reacts with water to form slaked lime (Ca(OH)₂), releasing heat. Equation: CaO + H₂O → Ca(OH)₂"
121,Descriptive,What is the reaction between sodium and water? Write the equation.,,,,"Sodium reacts vigorously with water to form sodium hydroxide and hydrogen. Equation: 2Na + 2H₂O → 2NaOH + H₂"
122,Descriptive,What happens when copper is heated in air?,,,,"Copper forms black copper(II) oxide. Equation: 2Cu + O₂ → 2CuO"
123,Descriptive,Explain the reaction: Fe₂O₃ + 2Al → Al₂O₃ + 2Fe,,,,"This is a displacement reaction (thermite). Aluminum displaces iron from iron oxide, producing a lot of heat."
124,Descriptive,What is combustion? Give an example.,,,,"Combustion is rapid oxidation with heat and light. Example: CH₄ + 2O₂ → CO₂ + 2H₂O"
125,Descriptive,What happens when calcium carbonate reacts with dilute hydrochloric acid?,,,,"It produces calcium chloride, water, and carbon dioxide. Equation: CaCO₃ + 2HCl → CaCl₂ + H₂O + CO₂"
126,Descriptive,Explain the reaction between barium chloride and sodium sulfate.,,,,"It is a double displacement reaction forming barium sulfate (white precipitate) and sodium chloride. Equation: BaCl₂ + Na₂SO₄ → BaSO₄ + 2NaCl"
127,Descriptive,What is the reaction between silver nitrate and sodium chloride?,,,,"It forms silver chloride (white precipitate) and sodium nitrate. Equation: AgNO₃ + NaCl → AgCl + NaNO₃"
128,Descriptive,Explain why copper does not react with dilute hydrochloric acid.,,,,"Copper is less reactive than hydrogen, so it cannot displace H⁺ from the acid."
129,Descriptive,What happens when hydrogen peroxide decomposes?,,,,"It decomposes to water and oxygen. Equation: 2H₂O₂ → 2H₂O + O₂ (catalyzed by MnO₂)"
130,Descriptive,What is the reaction between zinc and sodium hydroxide?,,,,"Zinc reacts with NaOH to form sodium zincate and hydrogen. Equation: Zn + 2NaOH → Na₂ZnO₂ + H₂"
131,Descriptive,Explain the electrolysis of water.,,,,"Water decomposes into hydrogen and oxygen when electric current is passed. Equation: 2H₂O → 2H₂ + O₂"
132,Descriptive,What happens when ferrous sulfate crystals are heated?,,,,"They decompose to form ferric oxide, sulfur dioxide, and sulfur trioxide. Equation: 2FeSO₄ → Fe₂O₃ + SO₂ + SO₃"
133,Descriptive,What is the reaction between copper and silver nitrate solution?,,,,"Copper displaces silver from silver nitrate. Equation: Cu + 2AgNO₃ → Cu(NO₃)₂ + 2Ag"
134,Descriptive,Explain the formation of water from hydrogen and oxygen.,,,,"Hydrogen and oxygen combine to form water. Equation: 2H₂ + O₂ → 2H₂O (exothermic)"
135,Descriptive,What happens when ammonium chloride is heated?,,,,"It decomposes into ammonia and hydrogen chloride. Equation: NH₄Cl → NH₃ + HCl"
136,Descriptive,Explain the reaction: CuO + H₂ → Cu + H₂O,,,,"This is a redox reaction. H₂ is oxidized to H₂O, and CuO is reduced to Cu."
137,Descriptive,What is the reaction between calcium and water?,,,,"Calcium reacts with water to form calcium hydroxide and hydrogen. Equation: Ca + 2H₂O → Ca(OH)₂ + H₂"
138,Descriptive,Explain why food items are flushed with nitrogen gas.,,,,"Nitrogen prevents oxidation (rancidity) by excluding oxygen."
139,Descriptive,What happens when potassium chlorate is heated?,,,,"It decomposes to potassium chloride and oxygen. Equation: 2KClO₃ → 2KCl + 3O₂"
140,Descriptive,Explain the reaction between aluminum and hydrochloric acid.,,,,"Aluminum reacts to form aluminum chloride and hydrogen. Equation: 2Al + 6HCl → 2AlCl₃ + 3H₂"
141,Descriptive,What is the reaction between carbon and oxygen?,,,,"Carbon burns in oxygen to form carbon dioxide. Equation: C + O₂ → CO₂"
142,Descriptive,Explain what happens when lead reacts with copper chloride.,,,,"Lead displaces copper from copper chloride. Equation: Pb + CuCl₂ → PbCl₂ + Cu"
143,Descriptive,What is the reaction between methane and oxygen?,,,,"Methane burns in oxygen to form carbon dioxide and water. Equation: CH₄ + 2O₂ → CO₂ + 2H₂O"
144,Descriptive,Explain the reaction: 2KBr + Cl₂ → 2KCl + Br₂,,,,"Chlorine displaces bromine from potassium bromide, forming potassium chloride and bromine."
145,Descriptive,What happens when iron reacts with sulfur?,,,,"Iron combines with sulfur to form iron sulfide. Equation: Fe + S → FeS"
146,Descriptive,Explain the reaction between calcium carbonate and water containing CO₂.,,,,"It forms calcium bicarbonate. Equation: CaCO₃ + H₂O + CO₂ → Ca(HCO₃)₂"
147,Descriptive,What is the reaction between sodium carbonate and hydrochloric acid?,,,,"It produces sodium chloride, water, and carbon dioxide. Equation: Na₂CO₃ + 2HCl → 2NaCl + H₂O + CO₂"
148,Descriptive,Explain why magnesium ribbon is cleaned before burning.,,,,"To remove the oxide layer so it burns properly."
149,Descriptive,What happens when aluminum reacts with oxygen?,,,,"Aluminum forms aluminum oxide. Equation: 4Al + 3O₂ → 2Al₂O₃"
150,Descriptive,Explain the importance of chemical equations in chemistry.,,,,"They represent reactions, show reactants and products, indicate stoichiometry, and help in calculations."




